,smiles,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
2707,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,0,0,0,1,0,-1,0,0,0,0,0
2708,O=C1N=C(O)c2cccc3cccc1c23,0,0,0,0,1,0,0,0,0,0,0
2709,CN1C(=N)NC(c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cncnc3)c2F)C1=O,0,0,0,0,0,0,0,0,-1,0,0
2710,CCCC(O)C1CCN(C(CCc2ccccc2)C(O)=NC(Cc2cc(F)cc(F)c2)C(O)C2CC(O)C[NH2+]2)C1=O,0,0,0,0,0,0,0,0,1,0,0
2711,Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)O)c(N)c4c3[O-])c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)O)c(N)c2c1[O-].[Na+].[Na+].[Na+].[Na+],0,0,0,0,0,0,0,0,0,0,-1
2712,CC=C(C)C(=O)OCC=C(C)CCC=C(C)C,0,0,0,0,-1,-1,0,0,0,0,0
2713,CCOC(Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O,0,0,0,0,-1,-1,0,0,0,0,0
2714,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[n-]c2c1.COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[n-]c2c1.[Mg+2],0,0,0,1,0,0,0,0,0,0,0
2715,CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,0,0,0,0,-1,-1,0,0,0,0,0
2716,COC(=O)COc1ccc(Cl)cc1Cl,0,0,0,0,-1,-1,0,0,0,0,0
2717,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,0,0,0,0,0,0,-1,0,0,0,-1
2718,[NH2+]=C1NC(c2ccccc2)(c2ccccc2)C2=NCCCN12,0,0,0,0,0,0,0,0,-1,0,0
2719,CCCCC#Cc1nc(NC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,0,0,0,0,0,0,0,0,0,0,-1
2720,O=[N+]([O-])c1ccccc1S(=O)(=O)NC[C@H]1CC[C@H](CNCC2CCc3ccccc3C2)CC1,0,0,0,0,0,0,0,0,0,0,-1
2721,CON=C(C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F,0,0,0,0,1,0,0,0,0,0,0
2722,O=C(O)Cc1cccc2c(=O)cc(-c3ccccc3)oc12,0,0,0,0,0,0,0,0,0,0,-1
2723,CN(C)CCC1(c2ccccc2)C=Cc2ccccc21,0,0,1,0,0,0,0,0,0,0,0
2724,COc1ccc([C@@H]2Sc3ccccc3N(CC[NH+](C)C)C(=O)[C@@H]2OC(C)=O)cc1,-1,0,0,0,0,0,0,0,0,0,0
2725,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,0,0,0,0,0,0,-1,0,0,0,-1
2726,C=CCN1CCN(c2nc3ccccc3nc2C#N)CC1,0,0,0,0,0,0,0,0,0,0,-1
2727,OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC1C(O)C2O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,0,0,0,0,-1,-1,0,0,0,0,0
2728,CCC(C)(C)CC,0,0,0,0,-1,-1,0,0,0,0,0
2729,CN(C)Cc1cccc(N/C(=C2\C(O)=Nc3cc(C(=N)O)ccc32)c2ccccc2)c1,0,0,0,0,0,0,0,0,0,0,-1
2730,C[N+](C)(C)CC(=O)[O-].Cl,0,0,0,0,0,0,0,0,0,0,-1
2731,ClC1=C(Cl)C1(Cl)Cl,0,0,0,0,-1,-1,0,0,0,0,0
2732,Cc1ccn2nc(S(=O)(=O)Nc3c(F)cccc3F)nc2n1,0,0,0,0,-1,-1,0,0,0,0,0
2733,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)N1Cc3ccccc3N=C1O)C2,0,0,0,0,0,0,0,0,0,0,-1
2734,Cc1ccccc1N1CCN(CCCOc2ccccn2)CC1,0,0,1,0,0,0,0,0,0,0,0
2735,CCCCCN[C@@]12C=CC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(C)[C@@H]2C5,0,0,1,0,0,0,0,0,0,0,0
2736,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1,0,0,0,1,0,0,0,0,0,0,-1
2737,C=Cc1cccc(C)c1,0,0,0,0,0,0,0,0,0,0,0
2738,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,0,0,0,0,0,0,0,0,0,0,-1
2739,CC(=O)[O-].CC(=O)[O-].[Ca+2],0,-1,0,-1,0,0,0,-1,0,0,0
2740,O=C(O)P(=O)(O)O,0,1,0,0,-1,-1,0,-1,0,0,0
2741,Cc1ccc(O)c(C(=O)c2ccccc2)c1,0,0,0,0,0,-1,0,0,0,0,0
2742,Cc1cccc(C)c1N=C(O)c1ccccc1C(=O)O,0,0,0,0,-1,-1,0,0,0,0,-1
2743,CC(CC=O)CC(C)(C)C,0,0,0,0,-1,-1,0,0,0,0,0
2744,OCCCCCCCCCCCCBr,0,0,0,0,1,1,0,0,0,0,0
2745,Br.CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,0,0,0,0,0,0,0,0,0,0,-1
2746,O=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,0,0,0,0,0,1,0,0,0,0,0
2747,COCc1n[nH]c(=N)s1,0,0,0,0,0,0,0,0,0,-1,0
2748,COc1cccc(C[NH2+]C[C@H](O)[C@H](Cc2cc(F)cc(F)c2)N=C(O)c2cc(C(C)=O)cc(N3CCCCS3(=O)=O)c2)c1,0,0,0,0,0,0,0,0,1,0,0
2749,N=C1NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)(F)F)c2)c2ccccc21,0,0,0,0,0,0,0,0,-1,0,0
2750,CCn1ccc(CNC)n1,0,0,0,0,0,0,0,0,0,-1,0
2751,CC(=O)Oc1cc(C(F)(F)F)ccc1C(=O)O,0,0,0,0,-1,-1,-1,0,0,0,-1
2752,CN(N=O)C(O)=N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,-1,1,-1,0,0,0,-1,-1,0,0,-1
2753,CC/C=C(\C(O)=N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(=N)O)CS[C@H]12)c1csc(=N)[nH]1,0,0,-1,0,0,0,0,0,0,0,0
2754,CCCCC(CC)COC(=O)c1ccc(O)cc1,0,0,0,0,0,0,0,0,0,0,0
2755,N=C(O)CCC1N=C(O)C(Cc2ccccc2)N=C(O)C(Cc2ccccc2)N=C(O)C(N)CSSCC(C(=O)N2CCCC2C(O)=NC(CCCCN)C(O)=NCC(=N)O)N=C(O)C(CC(=N)O)N=C1O,0,0,0,0,-1,-1,0,0,0,0,0
2756,O=C1N=C(O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21,0,0,0,0,0,0,0,0,0,0,-1
2757,N=c1ccn(C2OC(CO)C(O)C2O)c(O)n1,0,0,0,1,-1,1,0,0,0,0,0
2758,CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1,0,0,0,0,0,-1,0,0,0,0,0
2759,Cc1ccccc1OCC(=O)O,0,0,0,0,-1,-1,0,0,0,0,0
2760,N=c1cc(I)cc[nH]1,0,0,0,0,0,0,0,0,0,-1,0
2761,O=S(=O)(CC1(C(O)=NO)CCOCC1)c1ccc(Oc2ccc(Cl)cc2)cc1,0,0,0,0,0,0,0,0,0,0,-1
2762,Cc1ccc(O)c(-n2nc3ccccc3n2)c1,0,0,0,0,0,-1,0,0,0,0,0
2763,CCCCCCCCCCCCCCCC(=O)O[C@@H]1CCCn2c1[nH+]c(C)c(CCN1CCC(c3noc4cc(F)ccc34)CC1)c2=O,-1,0,0,0,0,0,0,0,0,0,0
2764,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O[C@H]3CC[C@@]4(C)C(=CC[C@H]5[C@@H]6C[C@@H]7O[C@]8(CC[C@@H](C)CN8)[C@@H](C)[C@@H]7[C@@]6(C)CC[C@@H]54)C3)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O,0,0,0,0,0,0,0,0,0,0,-1
2765,Cc1ccc(C)c(OCC(O)C[NH+]2CCOCC2)c1,0,0,0,0,0,0,0,0,-1,0,0
2766,CCCn1c(=O)c2nc(C3CCCC3)[nH]c2n(CCC)c1=O,0,0,0,0,0,0,0,0,0,0,-1
2767,CCN(CC)c1cc(C)nc2ncnn12,0,0,0,0,-1,-1,-1,0,0,-1,-1
2768,N#Cc1c[nH]c2c[nH]c(=NCc3cccnc3)cc2c1=Nc1ccc(F)c(Cl)c1,0,0,0,0,0,0,0,0,0,0,-1
2769,COc1cnc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OC[C@@H]5Cc6ccccc6N5C(C)=O)ccc43)cc2)nc1,0,0,0,0,0,0,0,0,0,0,-1
2770,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,0,0,0,1,-1,-1,0,0,0,0,0
2771,O=C(O)c1ccc(-c2ccc3cc(C45CC6CC(CC(C6)C4)C5)c(O)cc3c2)cc1,0,0,0,0,0,0,0,0,0,0,-1
2772,CCCCCCCCC=CCCCCCCCC(=N)O,0,0,0,0,1,-1,0,0,0,0,0
2773,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(N=C(C)O)CC2,0,0,1,-1,1,-1,0,0,0,0,0
2774,COc1c(C)cc([C@@]2(c3cccc(-c4cncnc4)c3)N=C(C)C([NH3+])=N2)cc1C,0,0,0,0,0,0,0,0,1,0,0
2775,CC(C)(N)Cc1ccccc1.Cl,0,0,0,0,0,0,1,0,0,0,-1
2776,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1.Cl,0,0,0,0,0,0,1,0,0,0,-1
2777,COCC(Oc1cc(CC2CS(=O)CC(NCc3cc(CC(C)(C)C)on3)C2O)cc(F)c1[NH3+])C(F)(F)F,0,0,0,0,0,0,0,0,1,0,0
2778,C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)NC(=N)OC[C@H]1F,0,0,0,0,0,0,0,0,-1,0,0
2779,CC([NH2+]CC(O)C(Cc1ccccc1)N=C(O)c1cccc(CS(=O)(=O)c2ccccc2)c1)C(O)=NC1CCCCC1,0,0,0,0,0,0,0,0,-1,0,0
2780,CN(C1CCCCCC1)S(C)(=O)=O,0,0,0,0,0,0,0,0,0,-1,0
2781,CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,0,0,1,0,0,0,0,0,0,0,0
2782,N=C(O)CCCN/C(=C1\C=C(F)C=CC1=O)c1ccc(Cl)cc1,0,0,1,0,0,0,0,0,0,0,0
2783,CCCCCCCCCCCCCBr,0,0,0,0,0,-1,0,0,0,0,0
2784,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CN.Cl,0,0,0,0,0,0,0,0,0,0,-1
2785,O=C1COC(N2CCN=C(c3ccccc3Cl)c3cc(Cl)ccc32)=N1,0,0,1,0,0,0,0,0,0,0,0
2786,Oc1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1,0,0,0,0,0,-1,0,0,0,0,0
2787,O=C1CC(=O)C(Cl)C=N1,0,0,0,0,-1,-1,0,0,0,0,0
2788,O=C(OC(C(=O)O)C(OC(=O)c1ccccc1)C(=O)O)c1ccccc1,0,0,0,0,-1,-1,0,0,0,0,0
2789,CC(N)CCCC(C)(C)O,0,0,0,0,-1,-1,0,0,0,0,0
2790,CCCCN1C(=O)c2ccccc2C1=O,0,0,0,0,-1,-1,0,0,0,0,0
2791,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN.CS(=O)(=O)O,0,0,0,0,0,0,-1,0,0,0,0
2792,COC(C)(C)CCO,0,0,0,0,-1,-1,0,0,0,0,0
2793,CCC(=O)OC(=O)CC,0,0,0,0,-1,-1,0,0,0,0,0
2794,O=C(Oc1ccccc1)c1ccccc1,0,0,0,0,-1,-1,0,0,0,0,0
2795,CC(C)(C)c1ccc(S(=O)(=O)/C=C/C#N)cc1,0,0,0,0,0,0,0,0,0,0,-1
2796,CC(=O)N1CC(C)Oc2c(F)cccc21,0,0,0,0,0,0,0,0,0,-1,0
2797,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0,0,0,0,0,0,0,0,0,0,-1
2798,CC(C)(C)c1cc(C(C)(C)C)c2c(c1)C(O)(C(F)(F)F)C(=O)O2,0,0,0,0,0,0,0,0,0,0,-1
2799,N=C(O)Oc1ccc(Cc2ccccc2)cc1,0,0,0,0,1,-1,0,0,0,0,0
2800,O=C([O-])C1(C(=O)[O-])CCC1.[Pt+2],-1,0,0,0,0,0,0,0,0,0,0
2801,NN=C(O)CN1C(=O)CN=C(c2ccccc2)c2cc(Br)ccc21,0,0,0,0,0,0,0,0,0,0,-1
2802,CCN1CCN(C(O)=NC(C(O)=N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,0,1,0,0,0,0,0,-1,0,0,0
2803,O=C(O)CC(O)(CC(=O)O)C(=O)O.O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,0,0,1,0,0,0,0,0,0,0,0
2804,CCN(CC)c1ccc2c(c1)Oc1cc(N(CC)CC)ccc1C21OC(=O)c2ccccc21,0,0,0,0,0,0,0,0,0,0,0
2805,Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1,0,0,0,0,0,0,0,0,0,0,-1
2806,CC(O)=Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccccc3)c(O)c12,0,0,0,0,0,-1,0,0,0,0,0
2807,C[C@@H]1C(SC2CN(C3=NCCS3)C2)=C(C(=O)OCOC(=O)C(C)(C)C)N2C(=O)[C@H]([C@@H](C)O)[C@H]12,0,0,0,0,0,0,0,0,0,0,-1
2808,c1ccc(SCCN2CCOCC2)cc1,0,0,0,0,0,0,0,0,0,1,0
2809,CN1C(=O)CC(C(O)=NC(Cc2cnc[nH]2)C(=O)N2CCCC2C(=N)O)N=C1O,0,0,0,0,-1,-1,0,0,0,0,0
2810,COc1ccccc1N=C(O)OCC1CCN(C(=O)OC(C)(C)C)CC1,0,0,0,0,0,0,0,0,0,0,-1
2811,CCCC(=O)C1(c2ccccc2)CCN(C(=O)[C@@H](Cc2ccc(OC)cc2)N=C(O)[C@@H](N)Cc2cncn2C)CC1,0,0,0,0,0,0,0,0,0,0,-1
2812,C=C[Si](OCCOC)(OCCOC)OCCOC,0,0,0,0,-1,-1,0,0,0,0,0
2813,N[C@@H](CC(=O)Nc1ccc(Oc2cc(F)c(F)cc2Br)cc1)C(=O)O,0,0,0,0,0,0,0,0,0,0,-1
2814,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,0,1,-1,-1,-1,-1,-1,-1,0,0,-1
2815,CC(C)CCCC(C)C1CC(=O)C2=C3CCC4CC(O)CCC4(C)C3CCC21C,0,0,0,0,-1,-1,0,0,0,0,0
2816,CC(C)(C)NCC(O)CSc1nc(-c2ccc(C(N)=O)s2)cs1.Cl,0,0,0,0,0,0,-1,0,0,0,0
2817,C#CCC1(OC(=N)O)CCCCC1,0,0,1,0,0,0,0,0,0,0,0
2818,C[C@@H](N=C(O)c1cc(C(=O)OC[C@@]([NH3+])(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,0,0,0,0,0,0,0,0,-1,0,0
2819,NCc1ccccc1CC(O)=NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CSC12,0,0,0,0,-1,-1,0,0,0,0,0
2820,CC(C)(O)CC(C)(O)c1ccc(Cl)cc1,0,0,1,0,0,0,0,0,0,0,0
2821,C(=Cc1ccccc1)c1ccccc1,0,0,0,0,0,-1,0,0,0,0,0
2822,Nc1ccc(N=Nc2ccc(N)cc2)cc1,0,0,0,0,1,-1,0,0,0,0,0
2823,CC(C)C[C@@H]1N=C(O)[C@@H](C(C)C)N=C(O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)N=C(O)[C@@H](Cc2c[nH]c3ccccc23)N=C1O,0,0,0,0,0,0,0,0,0,0,-1
2824,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(N)C2SC1,0,0,0,0,-1,-1,0,0,0,0,0
2825,CO/N=C(\C(O)=N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(=N)[nH]1,0,1,-1,0,0,0,0,-1,0,0,0
2826,O=C(CCS)N1CCc2c([nH]c3ccccc23)C1,-1,0,0,0,0,0,0,0,0,0,0
2827,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cccnc1,0,0,0,0,1,1,0,0,0,0,0
2828,CC1(C)CN=C(NN=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1,0,0,0,0,0,0,0,0,0,0,0
2829,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,0,-1,1,1,-1,-1,-1,-1,0,0,-1
2830,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,-1,0,0,-1,0,0,0,0,0,0,0
2831,O=C(O)c1ccc2ccccc2c1O.OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,0,0,0,0,0,0,0,0,0,0,-1
2832,CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@](O)(C(=O)OC)C1)[C@@H]32,0,0,0,0,0,0,0,0,0,0,-1
2833,CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,0,0,0,0,-1,-1,0,0,0,0,0
2834,CCCCCCCCCCOS(=O)(=O)O,0,0,0,0,-1,-1,0,0,0,0,0
2835,NCC(CS(=O)(=O)O)c1ccc(Cl)cc1,0,0,0,0,0,0,0,0,0,0,-1
2836,COc1cccc(C[NH2+]CC(O)C(Cc2ccccc2)N=C(O)C(CCc2ccccc2)N2CCC(CC3CC3)(N=C(C)O)C2=O)c1,0,0,0,0,0,0,0,0,1,0,0
2837,CN1CCN(c2ccc(Nc3ncc4cc(C#N)c(=O)n(C5CCCC5)c4n3)cc2)CC1,0,0,0,0,0,0,0,0,0,0,-1
2838,O=[N+]([O-])c1cccc2cccc([N+](=O)[O-])c12,0,0,0,0,0,-1,0,0,0,0,0
2839,OC1=NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,0,0,1,0,1,0,-1,0,0,0,-1
2840,O=C(O)CN(CC(=O)O)CC(=O)O,0,0,0,0,-1,-1,0,0,0,0,0
2841,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,0,0,0,0,1,0,0,0,0,0,0
2842,COC(=O)C1(c2ccc(F)cc2)CCCNC1,0,0,0,0,0,0,0,0,0,-1,0
2843,ON=C(O)c1ccc(O)c(O)c1,0,0,0,0,0,0,0,0,0,0,-1
2844,O=C1c2ccccc2CCC1CNCCc1ccc(O)cc1,0,0,0,0,0,0,0,0,0,0,-1
2845,Cc1ccsc1C=CC1=NCCCN1C,0,0,0,0,-1,-1,0,0,0,0,0
2846,Nc1cn(N2CCOCC2)n[o+]1.[Cl-],0,0,0,0,0,0,0,0,0,0,-1
2847,CC(C)(C)S(=O)(=O)N[C@H]1CC[C@H](C(O)=Nc2ccc(C(F)(F)F)cn2)CC1,0,0,0,0,0,0,0,0,0,0,-1
2848,CC1(C)[C@H]2C[C@H](O)[C@](C)(O)[C@@H]1C2,0,0,0,0,0,0,0,0,0,0,-1
2849,CCCCCCCCCCCCCCCCCCCCCCO,-1,0,0,-1,-1,-1,0,0,0,0,-1
2850,CN(C)C(O)=Nc1cccc(C(F)(F)F)c1,0,0,0,0,-1,-1,0,0,0,0,0
2851,CCCc1nnc(N=C(O)c2ccccn2)s1,0,0,0,0,0,0,0,0,0,-1,0
2852,CS(=O)(=O)N(c1ccccc1)c1cccc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)n1,0,0,0,0,0,0,0,0,-1,0,0
2853,O=Cc1ccc(O)c(O)c1O,0,0,0,0,0,0,0,0,0,0,0
2854,COc1ccc(N=C(C)O)cc1,0,0,0,0,-1,-1,0,0,0,0,0
2855,Cc1ccc(N=Nc2c(O)ccc3ccccc23)c(C)c1,0,0,0,0,0,0,0,0,0,0,0
2856,CN[C@@H](CCCNC(=N)N)C(=O)O,0,0,0,0,0,0,0,0,0,0,-1
2857,Cc1cccc2c1ccc1ccccc12,0,0,0,0,0,0,0,0,0,0,0
2858,CC(O)=NN=C(O)N1Cc2ccccc2Oc2ccc(Cl)cc21,0,0,0,0,0,0,0,0,0,0,-1
2859,Cc1cc(-c2ccc(N/N=C3/C(=O)c4c(N)cc(S(=O)(=O)[O-])cc4C=C3S(=O)(=O)[O-])c(C)c2)ccc1N/N=C1/C(=O)c2c(N)cc(S(=O)(=O)[O-])cc2C=C1S(=O)(=O)[O-],-1,0,0,0,0,0,0,0,0,0,0
2860,COc1cc(C)ccc1C(C)C,0,0,0,0,-1,-1,0,0,0,0,0
2861,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,0,0,0,0,0,-1,-1,0,0,0,-1
2862,COc1ccc(C#N)cc1C(O)=NCCN1CCC(C(=O)c2ccc(F)cc2)CC1,0,0,1,0,0,0,0,0,0,0,0
2863,CC(C)[C@H](C(=O)Nc1ccc(C(=O)NO)cc1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,-1
2864,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S([NH3+])(=O)=O)cc21,-1,0,0,0,0,0,0,0,0,0,0
2865,CC(=O)CCc1ccc2c(c1)OCO2,0,0,0,0,-1,-1,0,0,0,0,0
2866,C[C@H]1[C@H](N=C([O-])/C(=N\OC(C)(C)C(=O)[O-])c2csc(=N)[nH]2)C(=O)N1S(=O)(=O)O,-1,0,0,0,0,0,0,0,0,0,0
2867,CS(=O)(=O)CC(O)c1ccccc1,0,0,0,0,0,0,0,0,0,-1,0
2868,Nc1ncnc2c1ncn2CCOCP(=O)(O)O,0,0,0,1,-1,-1,0,0,0,0,-1
2869,O=[N+]([O-])C1(Br)COCOC1,0,0,0,0,0,-1,0,0,0,0,0
2870,C=C(C)C1CCC(C)CC1O,0,0,0,0,-1,-1,0,0,0,0,0
2871,O=S1(=O)CC(Cc2ccc(O)c(Br)c2)C(O)C([NH2+]Cc2ccccc2)C1,0,0,0,0,0,0,0,0,-1,0,0
2872,CN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl,0,0,1,0,0,0,-1,0,0,0,-1
2873,CC(=O)OCCOC(C)=O,0,0,0,0,-1,-1,0,0,0,0,0
2874,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0,0,0,1,0,-1,0,0,0,0,0
2875,FC(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,0,0,0,0,0,0,0,0,0,0,-1
2876,CCCCC(=O)N(C)C,0,0,0,0,-1,-1,0,0,0,0,0
2877,CCCCOC(=O)C(C)CC,0,0,0,0,-1,-1,0,0,0,0,0
2878,CC(C=CC1(O)C(C)=CC(=O)CC1(C)C)=CC(=O)O,0,0,0,0,-1,-1,0,0,0,0,0
2879,Oc1ccc([C@H]2COc3cc(O)ccc3C2)cc1,0,0,0,0,0,0,0,0,0,0,-1
2880,CCN(CC)[C@@H](C)CN1c2ccccc2Sc2ccccc21,0,0,0,0,0,0,0,0,0,0,-1
2881,O=C([O-])CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,-1,0,0,0,0,0,0,0,0,0,0
2882,O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1.[Na+].[Na+],0,0,0,0,0,0,-1,0,0,0,-1
2883,CC1=C(C(O)=NOCc2ccccc2)[C@@H](c2ccccc2)C(C(O)=N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]C2CC2)=C(C)N1S(C)(=O)=O,0,0,0,0,0,0,0,0,-1,0,0
2884,OCCC(O)CO,0,0,0,0,0,0,0,0,0,0,0
2885,CCC(CN)=C(c1ccccc1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0
2886,CCOC(=O)C1=CC(OC(CC)CC)C(N=C(C)O)C(N)C1,0,0,0,1,0,0,0,0,0,0,0
2887,COc1cc(C=Cc2ccc(O)cc2)cc(OC)c1,0,0,0,0,0,0,0,0,0,0,-1
2888,Nc1c(CC(=O)O)cccc1C(=O)c1ccccc1,0,0,0,0,-1,-1,0,0,0,0,0
2889,CCCCc1nc2ccn(CC(=O)N(C)C)c(=O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0,0,0,0,0,0,0,0,0,0,-1
2890,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21.Cl,0,0,0,0,0,0,-1,0,0,0,-1
2891,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(C)C(=O)CO,0,0,1,0,0,0,0,0,0,0,0
2892,CC(O)=NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C3CCCC3=O)c2)CCCCC1,0,0,0,0,0,0,0,0,-1,0,0
2893,CCc1coc2c(N3CCCC3=O)cc(C(O)=NC(Cc3ccccc3)C(O)C[NH2+]Cc3cccc(C(F)(F)F)c3)cc12,0,0,0,0,0,0,0,0,1,0,0
2894,COc1ccc2c(c1)C1(COC(=N)N1)c1cc(-c3ccc(OC(F)(F)F)cc3)ccc1O2,0,0,0,0,0,0,0,0,-1,0,0
2895,CN1C(=O)N(C)C2C1N(C)C(=O)N2C,0,0,0,0,0,0,0,0,0,0,-1
2896,OCC1CC2CC1C1CCC(CO)C21,0,0,0,0,-1,-1,0,0,0,0,0
2897,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,0,0,0,0,0,0,0,0,0,0,0
2898,CC(C=O)Cc1ccc(C(C)(C)C)cc1,0,0,0,0,0,-1,0,0,0,0,0
2899,Nc1ccc(S(=O)(=O)O)cc1,0,0,0,0,-1,-1,0,0,0,0,0
2900,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,0,0,0,0,0,0,0,0,0,0,-1
